PROVIDER_NUMBER,FYB,FYE,STATUS,Hha_Name,Street_Addr,City,State,Zip_Code
227493,01-JAN-11,16-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,40 COURT STREET,PLYMOUTH,MA,02360
497656,01-JAN-11,31-DEC-11,As Submitted,PRO HEALTHCARE SERVICING LLC,10807 MAIN STREET  STE 700,FAIRFAX,VA,22030
037165,01-JAN-99,31-AUG-99,Settled,CHRISTIAN HOME HEALTH SERVICES,931 E. SOUTHERN AVE  SUITE 101,MESA,AZ,85204
057585,01-JAN-98,31-MAY-98,Settled,NSI HOME HEALTH SERVICES-OAKLAND,1420 HARBOR BAY PKWY SUITE 120,ALAMEDA,CA,94502
067185,01-JAN-99,15-APR-99,Settled,OLSTEN HEALTH SERVICES,5801 N. UNION BLVD  SUITE 100,COLORADO SPRINGS,CO,80918
067241,01-JUL-99,30-JUN-00,Settled,FRONT RANGE HOME CARE  INC.,295 E 29TH STREET SUITE 200,LOVELAND,CO,80538-
067330,01-OCT-97,21-AUG-98,Settled,PEDIATRIC SERVICES OF AMERICA,2001 BLAKE AVENUE  SUITE B2,GLENWOOD SPRINGS,CO,81601
147287,01-JAN-98,31-DEC-98,Settled,IHS HOME CARE OF ILLINOIS - ANNA,115 N. MAIN STREET,ANNA,IL,62906
177096,01-JUL-00,07-OCT-00,Settled,CONNIES HOME HEALTH AGENCY,,GOODLAND,KS,67735-
267508,01-APR-99,31-MAR-00,Settled,GATEWAY HOME HEALTH,625 NORTH EUCLID  SUITE 230,ST. LOUIS,MO,63108-
297079,01-MAY-99,14-FEB-00,Settled,TLC HOME HEALTH CARE  INC.,,LAS VEGAS,NV,89106
367156,01-JAN-98,15-JUL-98,Settled,OLSTEN HEALTH SERVICES,1821 SUMMIT RD SUITE 218,CINCINNATI,OH,45237
447092,01-DEC-98,17-FEB-99,Settled,MID SOUTH COMPREHENSIVE HOME HEALTH,3790 N 28TH TERRACE,HOLLYWOOD,FL,33020-
457671,01-JAN-99,31-DEC-99,Settled,WILLIAMSON COUNTY HOME HEALTHCARE  I,1980 SOUTH AUSTIN AVENUE,GEORGETOWN,TX,78628
497438,01-JUL-98,05-JAN-99,Settled,INTERIM HEALTHCARE-LYNCHBURG,2526 WARD BOULEVARD,WILSON,NC,27893
057016,01-JUL-95,30-JUN-96,Settled w/Audit,VNA - SAN DIEGO COUNTY,1450 FRAZEE ROAD STE. 100,SAN DIE GO,CA,92108
057355,30-SEP-96,31-MAR-97,Settled,DESERT OASIS HOME CARE,68555 RAMON ROAD  SUITE 207,CATHEDRAL CITY,CA,92234
057475,01-JAN-97,31-DEC-97,Settled,RELIABLE MEDICAL HOME OUTREACH,2910 W BROADWAY STE 200,LOS ANGELES,CALIFORNIA,90041
108373,01-JAN-08,31-DEC-08,Settled,NURSEMED HOME CARE CORP,2050 CORAL WAY  SUITE S-508,MIAMI,FL,33145
407302,01-JAN-08,31-DEC-08,As Submitted,ST. LUKE S HOME CARE PROG-YAUCO,291 CALLE MONTERREY,PONCE,PR,00732-7062
109008,11-JUN-08,31-DEC-08,Settled,ANGIE S HOME HEALTH  INC.,12595 SW 137 AVE STE 312,MIAMI,FL,33186
108216,01-JAN-08,31-DEC-08,Settled,SUNSHINE CAREGIVERS  INC,15715 SOUTH DIXIE HWY  STE 332,MIAMI,FL,33157
247059,01-JAN-08,26-NOV-08,Settled,CROW WING COUNTY HEALTH,204 LAUREL STREET -  SUITE 12,BRAINERD,MN,56401
327153,01-JAN-08,31-DEC-08,Settled,BEHAVIORIAL HOME CARE  INC.,1453 RIO RANCHO DRIVE,RIO RANCHO,NM,87124
377714,01-JAN-11,31-DEC-11,Settled,ROSS HOME HEALTH OF ENID  LLC,920 W WILLOW,ENID,OK,73701
387127,01-JAN-11,31-DEC-11,As Submitted,INNOVATIVE SENIOR CARE HOME HEALTH,8601 SE CAUSEY AVENUE,PORTLAND,OR,97086
059258,01-JAN-11,31-DEC-11,Settled,NURSING RESOURCES,39111 PASEO PADRE PKWY,FREMONT,CA,94538-1686
148058,01-JAN-11,31-DEC-11,Settled,SUNNYHILL HOME HEALTH CARE  INC.,10220 S. CICERO AVE. STE 201,OAK LAWN,IL,60453
747582,11-JUL-11,31-DEC-11,Settled,LIFEPOINTE HOSPICE AND HOME HEALTH,16903 RED OAK DR STE 276,HOUSTON,TX,77090
277017,01-JAN-11,31-DEC-11,As Submitted,FRONTIER HOME HEALTH & HOSPICE  LLC,800 FRONT STREET,HELENA,MT,59601
367097,01-JAN-11,31-DEC-11,Settled,ROSS COUNTY HOME HEALTH,475 WESTERN AVE,CHILLICOTHE,OH,45601-2286
109496,01-JAN-11,31-DEC-11,Settled,QUALITY LIFE HOME CARE CORP,7751 WEST 28 AVE SUITE 9,HIALEAH,FL,33016
679138,01-JAN-11,31-DEC-11,As Submitted,GRACE INDEPENDENT HOME CARE  INC,2635 BILL OWENS PARKWAY,LONGVIEW,TX,75604
347300,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1144 LENOIR RHYNE BLVD SE,HICKORY,NC,28602-5168
108098,01-JAN-11,31-DEC-11,As Submitted,MEDIAVANTAGE HHC SERVICES CORP,8180 NW 36 STREET - SUITE 414,MIAMI,FL,33166
148125,01-JAN-11,31-DEC-11,As Submitted,HEALTHY HEART NURSE INC.,24560 SOUTH KINGS RD,CRETE,IL,60417
368055,01-APR-11,31-DEC-11,As Submitted,CAREGIVERS HEALTH NETWORK,2135 DANA AVE  SUITE 220,CINCINNATI,OH,45207-1342
458137,01-JAN-11,31-DEC-11,As Submitted,AMEDISYS HOME HEALTH  OF DALLAS,5959 SOUTH SHERWOOD BLVD,BATON ROUGE,LA,70816
397720,01-JAN-01,30-SEP-01,Settled,SELECT NURSING SERVICES  INC.,PO BOX 60177,KING OF PRUSSIA,PA,19406
177073,01-JAN-01,01-JAN-02,Settled,SMITH COUNTY HOME HEALTH AGENCY,614 SOUTH MAIN,SMITH CENTER,KS,66967-
677087,01-JAN-00,16-DEC-00,As Submitted,GENTIVA HEALTH SERVICES,1030 ANDREWS HIGHWAY  SUITE 103,MIDLAND,TX,79701-
057069,01-JAN-00,31-DEC-00,Settled,VNA OF EAST SAN GABRIEL,345 EAST ROWLAND STREET,COVINA,CA,91724
327007,01-JAN-98,31-DEC-98,Reopened,IHS HOME CARE OF NM - LAS CRUCES,315 NORTH MAIN,LAS CRUCES,NM,88001
237267,01-JAN-98,31-DEC-98,Settled,HUMAN GROWTH SYSTEMS  INC.,2008 HOGBACK - SUITE 3A,ANN ARBOR,MICHIGAN,48105
397017,01-JAN-00,31-MAR-00,Reopened,VNA LEHIGH VALLEY  INC.,170 UNION BLVD,ALLENTOWN,PA,18103-
207035,01-AUG-99,31-DEC-99,Settled,TEBOLT & BOLDUC  INC.,40 AIRPORT ROAD,WATERVILLE,ME,04901-
678327,01-JUL-98,04-DEC-98,Settled,MOORE MEDICAL SERVICES,1100 EAST PLEASANT RUN ROAD #150,DESOTO,TX,75115
459216,01-JAN-99,13-APR-99,Settled,GOLDEN AGE,5477 GLEN LAKES DRIVE  SUITE 100,DALLAS,TX,75231
678268,01-APR-98,31-MAR-99,Settled,TEMPORARY HOME CARE,8313 SOUTHWEST FREEWAY # 104,HOUSTON,TX,77074-
458130,01-JAN-01,31-DEC-01,Settled,PRN HEALTHCARE STAFFING OF DALLAS,1111 SOUTH IRVING HEIGHTS,IRVING,TX,75060
377241,01-AUG-98,31-JUL-99,Settled,HOME ADVANTAGE,,HARRAH,OK,73045
459229,01-MAY-99,08-FEB-00,Settled,AAA HOME HEALTH CARE,803 WEST MAIN STREET,LEAGUE CITY,TX,77573
377494,01-SEP-97,01-MAR-98,Settled,WAGONER HOMECARE  INC.,601 S. POWELL AVE,WAGONER,OK,74467
458222,01-OCT-97,31-DEC-97,Settled,MERIDIAN HEALTHCARE SERVICES  INC,10203 BIRCHRIDGE  SUITE 150,HUMBLE,TX,77338
247271,01-JAN-11,31-DEC-11,Settled,COMMUNITY INVOLVEMENT SUPPORTIVE LIV,1600 BROADWAY STREET NORTHEAST,MINNEAPOLIS,MN,55413-2961
107634,01-OCT-10,30-SEP-11,Settled,HPH HOME HEALTH,6807 ROWAN ROAD,NEW PORT RICHEY,FL,34653
398055,01-OCT-10,30-SEP-11,As Submitted,MEDI HOME HEALTH AGENCY,341 NORTH SCIENCE PARK ROAD,STATE COLLEGE,PA,16803
377589,01-OCT-10,30-SEP-11,Settled,HEALTHBACK OF NW OKLAHOMA  INC.,7504 N BROADWAY EXT,OKLAHOMA CITY,OK,73116
447195,01-OCT-10,30-SEP-11,Settled,SMOKY MOUNTAIN HOME HEALTH & HOSPICE,222 HERITAGE BLVD,NEWPORT,TN,37821
207000,01-OCT-10,30-SEP-11,As Submitted,HOMEHEALTH-VISITING NURSES OF SO ME,15 INDUSTRIAL PARK ROAD,SACO,ME,04072
397788,01-JAN-11,31-DEC-11,Settled,BAYADA NURSES  INC.,3800 WEST 12TH STREET,ERIE,PA,16505
147430,01-OCT-10,30-SEP-11,Settled,OSF HOME HEALTH-WESTERN REGION,3405 S. SEMINARY STREET,GALESBURG,IL,61401
067240,01-OCT-10,30-SEP-11,Settled,PEDIATRIC SERVICES OF AMERICA,14231 EAST 4TH AVE STE 200,AURARA,CO,800118720
148054,01-NOV-10,31-OCT-11,Settled,HEAVEN S ANGELS HEALTH CARE SERVICES,4725 W. ESTES AVENUE,LINCOLNWOOD,IL,60712-2101
037229,01-AUG-10,31-JUL-11,Settled,MAXICARE HOME HEALTH,6320 NORTH 27TH AVENUE #C,PHOENIX,AZ,85017
247019,01-OCT-10,30-SEP-11,Settled,BETHESDA HOME HLTH,901 SOUTHEAST WILLMAR AVE,WILLMAR,MN,56201
497406,01-OCT-10,30-SEP-11,Settled,IN HOME HEALTH  LLC  D.B.A HEARTLAND,5029 CORPORATE WOODS DR STE 110,VIRGINIA BEACH,VA,23462-4376
109484,05-MAR-10,31-DEC-10,Settled,NEVER LATE HOME HEALTH INC,7100 NW 72ND AVENUE,MIAMI,FL,33166
147745,01-JAN-10,31-DEC-10,Settled,SUNSHINE HOME CARE INC,2040 NORTH HARLEM,ELMWOOD PARK,IL,60707
147972,01-JAN-10,31-DEC-10,Settled,CHOICE HOME HEALTH SERVICES  INC,6600 NORTH LINCOLN AVE  #218,LINCOLNWOOD,IL,60712
397751,01-NOV-09,31-OCT-10,Settled,ELITE STAFFING SERVICES,4800 LINGLESTOWN ROAD  SUITE 200,HARRISBURG,PA,17112
109333,01-JAN-10,31-DEC-10,Settled,MOBILE PERSONAL SERVICES INC,5838 DAILEY LANE,NEW PORT RICHEY,FL,34652-3823
377732,01-JAN-11,31-DEC-11,As Submitted,CELECT CARE HOME HEALTH,27096 HWY 59 NORTH,SHADY POINT,OK,74956
678068,01-NOV-97,27-JUN-98,Settled,GOLD STAR HOME HEALTH,901 TRADE DAYS BLVD.,CANTON,TX,75103-
678103,01-JAN-97,14-MAR-97,Settled,ELUWADE ENTERPRISES  INC.,407 DUNBAR DRIVE,VICTORIA,TEXAS,77904
678128,24-JAN-96,13-NOV-96,Settled,ASSOCIATED HOME HEALTH,1535 BRADY,SAN ANTONIO,TX,78237
678150,01-JAN-98,31-MAY-98,Settled,ENRICH HOME HEALTH AGENCY  INC.,305 WEST MULBERRY,KAUFMAN,TX,75142
678167,01-JAN-98,31-DEC-98,Settled,RF HEALTH TOUCH CARING SRVCS INC,1834 SOUTHMORE  STE F-103,HOUSTON,TX,77004
678190,01-JAN-97,31-DEC-97,Settled,MAX CARE  INC.,414 S MISSOURI,WESLACO,TX,78596
678207,01-JUN-98,31-MAY-99,As Submitted,FIRST CHOICE HEALTHCARE  INC.,109 WEST MAIN,AZLE,TX,76098-1722
678314,01-JAN-98,31-DEC-98,Settled,MULTIPLE HOME HEALTH CARE  INC.,4200 GUS THOMASSON  SUITE 102,MESQUITE,TX,75150
678337,01-JAN-98,15-APR-98,Settled,CARE FOCUS  INC,802 E HARRISON  #26,HARLINGEN,TX,78550
678355,01-JAN-97,31-DEC-97,Settled,YVONNE M. BROWN & ASSOCIATES,1666 N. HAMPTON ROAD  SUITE 204,DESOTO,TX,75115
297002,01-JUL-10,30-JUN-11,Settled,HOME HEALTH SERVICES OF NEVADA,1810 PINION ROAD,ELKO,NV,89801
317058,01-JUL-10,30-JUN-11,Settled,VISITING HEALTH SERVICES OF NJ  INC,783 RIVERVIEW DRIVE,TOTOWA,NJ,07511
357054,26-DEC-10,30-JUN-11,As Submitted,OAKES AREA HOME HEALTH SERVICES,417 MAIN STREET,LISBON,ND,58054-4143
037245,01-JAN-11,31-DEC-11,As Submitted,VALLEY HOME CARE  LLC.,2730 WEST AQUA FRIA FRWY STE 104,PHOENIX,AZ,85027
237554,01-JAN-11,31-DEC-11,As Submitted,HELPING HAND HOME HEALTHCARE,G-8305 S. SAGINAW STREET,GRAND BLANC,MI,48439
237777,01-JAN-11,31-DEC-11,As Submitted,DEPENDABLE HOME HEALTH CARE  LLC,18620 W 10 MILE ROAD  SUITE 210,SOUTHFIELD,MI,48075
297122,01-JAN-11,31-DEC-11,As Submitted,HOPE HOME HEALTH  LLC,1401 S. ARVILLE  SUITE G,LAS VEGAS,NV,89102
337424,01-JAN-11,31-DEC-11,As Submitted,EXCELLENT HOME CARE  LLC,91 - 93 SOUTH 3RD STREET,BROOKLYN,NY,11211
237765,01-JAN-11,31-DEC-11,Settled,GRACE HOME HEALTH CARE  INC,1993 WHITTAKER ROAD,YPSILANTI,MI,48197
107111,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,7593 BOYNTON BEACH BLVD SUITE 210,BOYNTON BEACH,FL,33437-6162
507071,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,728 134TH ST SW SUITE 203,EVERETT,WA,98204-5322
087012,01-JAN-11,31-DEC-11,As Submitted,GENERATIONS HOME CARE INC.,2 PENNS WAY SUITE 303,NEW CASTLE,DE,19720
109514,01-JAN-11,31-DEC-11,As Submitted,LT HEALTH CARE  CORP,12340 SW 132 CT,MIAMI,FL,33186
417043,01-JAN-02,26-AUG-02,Settled,AMERICAN HOMEPATIENT  INC.,66 AMARAL STREET,EAST PROVIDENCE,RI,02915-
167082,01-JUL-03,01-JUL-04,Settled,IDA COUNTY PUBLIC HEALTH,401 MOREHEAD - COURTHOUSE,IDA GROVE,IA,51445
677746,01-JAN-04,15-MAY-04,Settled,F.C. OF TEXAS  INC,1524 IH #35 SUITE207,AUSTIN,TX,78704
017014,01-JAN-11,31-DEC-11,As Submitted,AMEDISYS HOME HEALTH OF ONEONTE,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
108136,01-JAN-11,31-DEC-11,As Submitted,COMPREHENSIVE WELLNESS SERVICES  INC,3102 W. WATER AVENUE,TAMPA,FL,33614
109635,01-JAN-11,31-DEC-11,As Submitted,AMAZING CARE HOME HEALTH AGENCY INC,3350 SW 148TH AVE - SUITE 110-AC,MIRAMAR,FL,33027
148135,01-JAN-11,31-DEC-11,As Submitted,3 ANGELS HOME HEALTH SERVICES,8700 WAUKEGAN RD SUITE 224,MORTON GROVE,IL,60063
457918,01-JAN-11,31-DEC-11,As Submitted,ADEPT ONE HOME HEALTH  INC,6363 SOVEREIGN #222,SAN ANTONIO,TX,78229-5138
679776,01-JAN-11,31-DEC-11,As Submitted,MY MORNING STAR HOME CARE  INC,300 EAST NOLANO LOOP  STE A,PHARR,TX,78577
147726,01-AUG-10,31-JUL-11,Settled,GIRLING HEALTH CARE - CHICAGO,7222 W. CERMAK RD.  STE 210,NORTH RIVERSIDE,IL,60546
398048,01-JAN-11,31-DEC-11,As Submitted,KATERA S HOME HEALTH AGENCY,906 3RD AVENUE,NEW BRIGHTON,PA,15066
107159,01-JAN-11,31-DEC-11,As Submitted,CARETENDERS OF ST. AUGUSTINE,301 HEALTH PARK BLVD  STE 110,ST AUGUSTINE,FL,32086-5794
447126,01-JAN-11,31-DEC-11,As Submitted,NHC HOMECARE--CHATTANOOGA,4524 HIXSON PIKE,HIXSON,TN,37343
377731,01-JAN-11,31-DEC-11,As Submitted,UNITY HOME CARE  LLC,6015 NW 120TH COURT,OKLAHOMA CITY,OK,73162
458288,01-JAN-11,31-DEC-11,As Submitted,OUTREACH MEDICAL HOME HEALTH,101 KENYA STREET SUITE 114,DUNCANVILLE,TX,75104
679203,01-JAN-11,31-DEC-11,As Submitted,MRS RTS INC,PO BOX 47001,SAN ANTONIO,TX,78265
747251,01-JAN-11,31-DEC-11,As Submitted,CCB HEALTHCARE SYSTEMS,6800 BRENTWOOD STAIR RD,ARLINGTON,TX,76112
227442,01-JAN-11,31-DEC-11,As Submitted,UNITED HOME CARE SERVICES  INC.,119 R FOSTER STREET,PEABODY,MA,01960
108402,01-JAN-11,31-DEC-11,Settled,GOLDEN CARE HOME HEALTH AGENCY,1543 LAKELAND HILLS BLVD,LAKELAND,FL,33805-3246
107723,01-JAN-11,31-DEC-11,Settled,WELL-DONE HOME HEALTH,10250 NORMANDY BLVD  STE 502,JACKSONVILLE,FL,32221
147311,01-JAN-11,31-DEC-11,Settled,VNA OF SOUTHWESTERN INDIANA  INC.,1300 US 45 N,ELDORADO,IL,62930
197258,01-JAN-11,31-DEC-11,Settled,CHASE HEALTH CARE  INC,8755 - 2 C  SULLIVAN RD,BATON ROUGE,LA,70818
457870,01-JAN-11,31-DEC-11,Settled,REACHOUT HOME CARE,100 N CENTRAL EXPRESSWAY SUITE 300,RICHARDSON,TX,75080
679403,01-JAN-11,31-DEC-11,Settled,HEALTHCARE DYRAMICS  INC.,,BUNA,TX,77612
109630,10-JAN-11,31-DEC-11,Settled,ABSOLUTE CAREGIVERS HOME HEALTH AGEN,2151 N CONGRESS AVENUE SUITE 200,WEST PALM BEACH,FL,33407
447402,01-JAN-11,31-DEC-11,Settled,TENNESSEE VALLEY HOME CARE,580 NORTH TENNESSEE STREET,PARSONS,TN,38363
677983,01-JAN-11,31-DEC-11,Settled,NEWSTART HOMECARE SERVICES,7100 REGENCY SQUARE  SUITE 115,HOUSTON,TX,77036
058237,01-JAN-11,31-DEC-11,As Submitted,ASPEN HEALTHCARE  INC.,12750 CENTER COURT DRIVE SUITE 405,CERRITOS,CA,90703
517014,01-JUL-95,30-JUN-96,Settled,HARRISON-CLARKSBURG HEALTH DEPT,SOUTH THIRD STREET,CLARKSBURG,WV,26301
537046,01-JAN-97,31-DEC-97,Reopened,SWEETWATER HOME HEALTH  INC.,1400 UNITA DRIVE SUITE C,GREEN RIVER,WY,82935
557244,30-SEP-95,04-NOV-95,Settled,OLSTEN KIMBERLY QUALITYCARE,3550 ROUND BARN BLVD STE 202,SANTA ROSA,CA,95406
557547,01-JUL-96,30-JUN-97,Settled,BIO HOME HEALTH CARE  INC.,8635 FIRESTONE BLVD. SUITE 100,DOWNEY,CA,90241
077010,01-JUL-95,30-JUN-96,Settled,NORWALK HEALTH & HOME CARE,137-139 EAST AVENUE,NORWALK,CT,06851
077137,01-MAY-94,30-APR-95,Settled,CONNECTICUT HEALTH SERVICES  INC.,580 BROAD STREET  SUITE 202,BRISTOL,CT,06010
077208,01-JAN-97,31-DEC-97,Settled,HOMECARE AND HOUSEHOLD SERVICES  INC,1425 BEDFORD STREET STE 1-P,STAMFORD,CT,06905
227048,01-JUL-97,30-JUN-98,Settled,MELROSE VISITING NURSE SERVICE  INC.,50 TREMONT STREET,MELROSE,MA,02176-
227299,01-JAN-95,11-MAY-95,Settled,WELLMARK HEALTHCARE SERVICES  INC.,60 WILLIAM STREET  SUITE 200,WELLESLEY,MA,02181
227459,04-APR-97,31-DEC-97,Settled,ADS HOME HEALTH  INC.,822 BOYLSTON STREET   SUITE 201,CHESTNUT HILL,MA,02167
397169,01-JAN-94,31-DEC-94,Settled w/Audit,COMPREHENSIVE HOME HEALTH CARE,124 SOUTH EASTON ROAD,GLENSIDE,PA,19038-0966
057578,01-JAN-98,31-DEC-98,Settled,BEVERLY HOME CARE-MERCED,2926 G STREET  SUITE 204,MERCED,CA,95340
747338,01-MAR-10,31-DEC-10,Settled,CHARRY HEALTH CARE SERVICES INC,6102 SAN MARINO COURT,ROWLETT,TX,75089-4195
459155,01-JAN-10,31-DEC-10,Settled,A PLUS HOME HEALTH CARE INC,4677 TECHNIPLEX DR.,STAFFORD,TX,77477-3825
747306,28-JAN-10,31-DEC-10,Settled,ST GREGORY HEALTHCARE SERVICES LLC,3642 YANKEE CT,MISSOURI CITY,TX,77459-4819
397533,01-JAN-10,31-DEC-10,Settled,NURSEFINDERS OF ALLENTOWN,1541 ALTA DRIVE  SUITE 306,WHITEHALL,PA,18052
108322,01-JAN-10,31-DEC-10,Settled,PREFERRED HOME HEALTH AGENCY INC,13903 NW 67TH AVENUE  SUITE 420,MIAMI LAKES,FL,33014-2939
327118,01-JAN-10,31-DEC-10,Settled,NURSEFINDERS OF ALBUQUERQUE,4411 MCLEOD NE  SUITE A-1A,ALBUQUERQUE,NM,87109
673166,01-JAN-10,31-DEC-10,Settled,JEDS HEALTH CARE SERVICES INC.,12319 MEADOW BRIAR DRIVE,STAFFORD,TX,77477
447523,01-JAN-10,31-DEC-10,Settled,CARE ALL HOME CARE SERVICES,7417 KINGSTON PIKE,KNOXVILLE,TN,37919
677985,01-JAN-10,31-DEC-10,Settled,JD HOME CARE  INC.,5202 EMORY MILL RD,RICHMOND,TX,77469
457917,01-JAN-10,31-DEC-10,Settled,ANGELS UNLIMITED HOME HEALTH INC,4211 GARDENDALE SUITE 105A,SAN ANTONIO,TX,78229
673157,01-JAN-10,31-DEC-10,Settled,A-TOUCH HOME HEALTH CARE P-II  LTD,2626 SOUTH LOOP WEST SUITE 515,HOUSTON,TX,77054-2645
157607,01-JAN-11,31-DEC-11,As Submitted,TRINITY HEALTHCARE  INC.,819 E. 9TH ST,ROCHESTER,IN,46975
743112,01-JAN-11,31-DEC-11,As Submitted,MYNURSE HOME CARE  INC.,11601 SHADOW CREEK PARKWAY STE 107,PEARLAND,TX,77584
058107,01-JAN-11,31-DEC-11,As Submitted,PARTNERS HOME HEALTH CARE,815 SOUTH CENTRAL AVENUE #26,GLENDALE,CA,91204
058455,01-JAN-11,31-DEC-11,As Submitted,LA MEDICAL MANAGMENT  INC,11850 WILSHIRE BLVD. SUITE #102,LOS ANGELES,CA,90025
247083,01-JAN-11,31-DEC-11,As Submitted,CLEARWATER COUNTY NURSING SERVICE,212 MAIN AVENUE NORTH,BAGLEY,MN,56621
147863,01-JAN-09,31-DEC-09,Settled,PERPETUAL HOME HEALTH  INC.,4821 WEST 153RD STREET,OAK FOREST,IL,60452
108266,01-JAN-09,31-DEC-09,Settled,QUALITY HOME HEALTH AGENCY  INC.,8140 NW 155TH STREET #203,HIALEAH,FL,33016
109094,05-DEC-08,31-DEC-09,Settled,LOYAL HOME HEALTH  INC.,434 SW 12 AVE  STE 403,MIAMI,FL,33130
237512,01-JAN-09,31-DEC-09,Settled,OPEN ARMS HOME CARE  INC.,28235 SOUTHFIELD ROAD,LATHRUP VILLAGE,MI,48076
527289,01-JAN-09,31-DEC-09,Settled,CARING HEART \ FRANKSVILLE,4133 COURTNEY ST  UNIT 7B,FRANKSVILLE,WI,53126-9127
108300,01-JAN-09,10-DEC-09,Settled,LAZARO HOME HEALTH CARE INC,14460 SW 9TH STREET,MIAMI,FL,33184
679012,01-FEB-09,31-JAN-10,Settled,SOUTHEAST TEXAS HOMECARE SP INC,1846 I-10 SOUTH SUITE 201,BEAUMONT,TX,77707
097063,01-JAN-09,31-DEC-09,Settled,PREMIER HEATH SERVICES  INC.,6932 9TH NW ST,WASHINGTON,DC,200122240
058062,01-JAN-10,08-MAR-10,Settled,DESTINY CARE SERVICES  INC,6520 NORTH IRWINDALE AVENUE,IRWINDALE,CA,91702
109347,01-JAN-11,31-DEC-11,Settled,HEALTHPRO HOME HEALTH CORP.,13155 SW 134 ST  STE 112,MIAMI,FL,33186
108446,01-JAN-11,31-DEC-11,Settled,AMSTAFF SERVICES INCORPORATED,2800 GLADES CIRCLE E 139,WESTON,FL,33327
148137,01-JAN-11,31-DEC-11,Settled,ALPHONSA HOME HEALTH CARE INC,627 N. YORK RD  UNIT G,ELMHURST,IL,60126
457754,01-JAN-11,31-DEC-11,Settled,ACCOLADE HOME CARE - AMARILLO,6300 I-40 W  SUITE 210,AMARILLO,TX,79106
147833,01-JAN-11,31-DEC-11,Settled,FIRST HOME HEALTH CARE SERVICES,14730 KILBOURN AVE,MIDLOTHIAN,IL,60445
267003,01-JAN-11,31-DEC-11,As Submitted,RALLS COUNTY HEALTH DEPARTMENT,405 WEST 1ST,NEW LONDON,MO,63459
059146,01-JAN-11,31-DEC-11,As Submitted,HEALTHY WAY HOME HEALTH CARE  INC,5032 LANKERSHIM BLVD. STE 1,N. HOLLYWOOD,CA,91601
108099,01-JAN-11,31-DEC-11,Settled,TENDER CARE HOME HEALTH SERVICES,5400 S. UNIVERSITY DRIVE  SUITE 408,DAVIE,FL,33328
677887,01-JAN-11,31-DEC-11,Settled,COUNTRY HOME CARE  INC,1505 WEST MAIN ST.,CLARKSVILLE,TX,75426-3419
467235,01-JAN-11,31-DEC-11,As Submitted,SUMMIT HOME HEALTH - LAYTON,2086 ROBINS DRIVE,LAYTON,UT,84041-1132
147766,01-JAN-11,31-DEC-11,Settled,5 STAR HEALTHCARE  INC.,1974 MINER STREET  1ST FLOOR,DES PLAINES,IL,60016
109246,01-JAN-11,31-DEC-11,Settled,MDC HOME HEATLH CARE CORP,15715 SOUTH DIXIE HIGHWAY,PALMETTO BAY,FL,33157-1875
457848,01-JAN-11,31-DEC-11,Settled,ABSOLUTELY ANGELS  INC,936 E PRODUCTION,PILOT POINT,TX,76258
059029,01-JAN-11,31-DEC-11,Settled,ALLCARE HEALTH SERVICES  INC,360 SOUTH MILLIKEN AVE,ONTARIO,CA,91761-7847
747230,01-JAN-11,31-DEC-11,Settled,ST. PATRICK HOME HEALTH SERVICES,17639 TRINTY MEADOW,RICHMOND,TX,77407-1987
679286,01-JAN-11,31-DEC-11,Settled,BOLTON HC LLC DBA GUARDIAN ANGEL HH,116 WAKENS STREET,ELKHART,TX,75839
537045,01-JAN-11,31-DEC-11,As Submitted,CONTINUE CARE HOME HEALTH AGENCY INC,410 MANEWAL,CHEYENNE,WY,82009
107240,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,340 BEAL PARKWAY NW SUITE B,FORT WALTON BEACH,FL,32548-3924
117132,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1303 HIGHTOWER TRAIL SUITE 140,ATLANTA,GA,30350-2919
217071,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,9700 PATUXENT WOODS DRIVE SUITE 120,COLUMBIA,MD,21046-2939
497652,01-JAN-11,31-DEC-11,As Submitted,RESCARE HOMECARE - ROANOKE,5115 BERNARD DR  SUITE 103,ROANOKE,VA,24018
107284,01-JAN-11,23-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,590 NW PEACOCK BLVD SUITE 1,PORT SAINT LUCIE,FL,34986-2213
017167,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,3319 DR JOHN HAYNES DRIVE SUITE 4,PELL CITY,AL,35125-1583
109086,01-JAN-11,31-DEC-11,As Submitted,NESTOR S HEALTH SERVICES  INC.,12460 SW 8 ST SUITE 201,MIAMI,FL,33184
367269,01-JAN-11,31-DEC-11,As Submitted,CARETENDERS VNA OF OHIO LLC,1510 COLUMBUS AVE.  STE 220,WASHINGTON COURT HOUSE,OH,43160
